,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school,target
701,19K404_2016,ACADEMY FOR YOUNG WRITERS,88.7,2.81,2.31,0.77,4,0.701,0.87,3,374.0,0.013000000000000001,0.741,0.008,0.47600000000000003,0.222,0.0,0.19,0.005,,,0.386,0.574,4,4,4,4,4,0.76,4,0.84,3,2,0.893,0.66,3,0.97,0.89,3,5.9,1
702,19K409_2016,EAST NEW YORK FAMILY ACADEMY,86.2,2.63,2.48,0.87,3,0.72,0.94,4,281.0,0.018000000000000002,0.626,0.032,0.502,0.342,0.006999999999999999,0.18899999999999997,0.006999999999999999,,,0.348,0.735,3,2,3,3,2,0.85,2,0.87,3,2,0.897,0.69,3,0.968,0.9,3,2.6,1
703,19K502_2016,FDNY  CAPTAIN VERNON A RICHARDS HIGH SCHOOL FOR FI,79.2,2.34,2.09,0.77,3,0.762,0.86,3,334.0,0.012,0.701,0.054000000000000006,0.584,0.263,0.042,0.26,0.015,,,0.48,0.7,3,3,3,3,3,0.83,3,0.95,4,3,0.8140000000000001,0.63,2,0.9540000000000001,0.85,3,8.9,1
704,19K504_2016,HIGH SCHOOL FOR CIVIL RIGHTS,47.4,2.28,2.05,0.75,2,0.774,0.73,2,293.0,0.006999999999999999,0.7509999999999999,0.061,0.5489999999999999,0.225,0.003,0.239,0.006999999999999999,,,0.6920000000000001,0.9470000000000001,2,2,2,2,2,0.56,1,0.84,3,2,0.721,0.65,2,0.9670000000000001,0.8,3,9.9,0
705,19K507_2016,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,72.2,2.45,2.18,0.72,3,0.778,0.84,3,441.0,0.013999999999999999,0.7509999999999999,0.032,0.61,0.22399999999999998,0.045,0.215,0.005,,,0.401,0.75,3,2,3,3,3,0.89,3,0.86,3,2,0.84,0.66,3,0.97,0.87,3,3.0,0
706,19K510_2016,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,73.9,2.4,2.13,0.87,3,0.774,0.89,3,251.0,0.04,0.737,0.096,0.5660000000000001,0.187,0.008,0.183,0.012,,,0.508,0.667,3,2,3,3,2,0.89,3,0.78,3,2,0.825,0.65,2,0.983,0.88,3,2.7,1
707,19K583_2016,MULTICULTURAL HIGH SCHOOL,60.9,1.87,2.0,0.78,3,0.96,0.89,3,208.0,0.0,0.005,0.899,0.462,0.986,0.005,0.028999999999999998,0.01,,,0.359,0.765,3,3,3,3,3,0.88,3,0.81,3,2,0.893,0.8,3,0.972,0.88,3,4.8,0
708,19K615_2016,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,65.4,2.43,2.26,0.6,2,0.7120000000000001,0.7,2,1023.0,0.055,0.626,0.05,0.544,0.28300000000000003,0.055999999999999994,0.255,0.017,,,0.34,0.87,3,2,2,3,3,0.71,2,0.77,2,2,0.851,0.57,3,0.9570000000000001,0.81,2,2.8,0
709,19K618_2016,ACADEMY OF INNOVATIVE TECHNOLOGY,71.3,2.44,2.18,0.83,4,0.7090000000000001,0.95,4,406.0,0.049,0.466,0.081,0.53,0.44299999999999995,0.025,0.24600000000000002,0.015,,,0.395,0.684,4,3,4,4,4,0.85,4,0.81,3,3,0.86,0.72,3,0.975,0.94,4,8.0,0
710,19K639_2016,BROOKLYN LAB SCHOOL,58.0,2.32,2.1,0.6,2,0.802,0.68,2,330.0,0.067,0.391,0.133,0.615,0.509,0.012,0.233,0.021,,,0.622,0.762,2,2,3,3,2,0.65,2,0.86,3,2,0.755,0.61,2,0.966,0.8,3,4.8,0
711,19K659_2016,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,73.2,2.38,2.18,0.66,3,0.7829999999999999,0.74,3,232.0,0.069,0.207,0.18100000000000002,0.608,0.659,0.017,0.18100000000000002,0.043,,,0.419,0.7390000000000001,3,3,3,4,3,0.78,3,0.92,4,3,0.8320000000000001,0.7,3,0.961,0.79,3,3.9,1
712,19K660_2016,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,60.4,2.28,2.04,0.82,3,0.7829999999999999,0.86,3,498.0,0.013999999999999999,0.6829999999999999,0.06,0.627,0.28300000000000003,0.147,0.307,0.008,,,0.5589999999999999,0.976,3,2,3,3,3,0.78,3,0.8,3,3,0.7440000000000001,0.66,2,0.956,0.86,3,7.8,0
713,19K683_2016,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS WR,51.4,2.46,2.13,0.77,4,0.755,0.9,4,305.0,0.125,0.57,0.111,0.528,0.282,0.102,0.22,0.016,,,0.484,0.875,4,3,3,4,3,0.8,3,0.82,3,3,0.8240000000000001,0.66,3,0.9690000000000001,0.9,3,1.4,0
715,20K445_2016,NEW UTRECHT HIGH SCHOOL,70.1,2.67,2.78,0.85,2,0.6940000000000001,0.89,3,3553.0,0.395,0.038,0.192,0.48100000000000004,0.28800000000000003,0.066,0.161,0.26899999999999996,,,0.32899999999999996,0.862,3,2,3,2,3,0.85,3,0.74,2,3,0.8540000000000001,0.7,3,0.963,0.88,3,8.6,0
716,20K485_2016,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,82.3,2.8,2.82,0.81,4,0.629,0.84,3,1277.0,0.17600000000000002,0.078,0.057,0.48100000000000004,0.551,0.038,0.204,0.171,,,0.195,0.695,4,2,3,4,3,0.83,3,0.8,3,3,0.925,0.8,4,0.966,0.91,3,2.4,1
717,20K490_2016,FORT HAMILTON HIGH SCHOOL,72.9,2.89,2.92,0.83,4,0.6459999999999999,0.86,3,4408.0,0.281,0.047,0.152,0.43799999999999994,0.302,0.054000000000000006,0.145,0.345,,,0.231,0.8,4,3,4,4,4,0.83,4,0.72,2,2,0.905,0.71,3,0.9670000000000001,0.83,2,3.8,0
718,20K505_2016,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,58.0,2.56,2.52,0.74,3,0.769,0.72,2,3177.0,0.385,0.11699999999999999,0.322,0.462,0.303,0.078,0.141,0.18899999999999997,,,0.257,0.8420000000000001,3,2,2,3,2,0.76,2,0.75,2,2,0.8809999999999999,0.7,3,0.966,0.78,2,1.0,0
719,20K609_2016,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,93.7,2.87,2.61,0.89,3,0.7240000000000001,0.92,4,327.0,0.47700000000000004,0.196,0.08900000000000001,0.535,0.174,0.0,0.153,0.14400000000000002,,,0.295,0.4,4,4,4,3,3,0.91,4,0.83,3,4,0.91,0.83,4,0.97,0.91,3,9.0,1
720,21K337_2016,INTERNATIONAL HS AT LAFAYETTE,66.2,1.84,2.36,0.89,3,0.929,0.87,3,366.0,0.366,0.06,0.855,0.413,0.292,0.005,0.027000000000000003,0.27899999999999997,,,0.327,0.654,3,3,3,3,3,0.82,3,0.77,3,2,0.895,0.79,3,0.982,0.9,3,4.8,0
721,21K344_2016,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,74.3,2.73,2.5,0.88,3,0.621,0.89,4,562.0,0.11199999999999999,0.21899999999999997,0.10300000000000001,0.441,0.228,0.004,0.19899999999999998,0.425,,,0.41700000000000004,0.882,4,3,4,3,2,0.88,3,0.87,3,2,0.855,0.71,3,0.9520000000000001,0.91,4,9.6,1
722,21K348_2016,HIGH SCHOOL OF SPORTS MANAGEMENT,66.1,2.38,2.26,0.79,3,0.725,0.83,3,262.0,0.038,0.6679999999999999,0.031,0.546,0.195,0.011000000000000001,0.21,0.065,,,0.631,0.765,3,2,2,3,3,0.78,2,0.89,4,2,0.774,0.66,2,0.9590000000000001,0.81,3,11.0,0
723,21K410_2016,ABRAHAM LINCOLN HIGH SCHOOL,59.6,2.62,2.45,0.82,3,0.7020000000000001,0.82,3,2108.0,0.162,0.4,0.145,0.47700000000000004,0.23399999999999999,0.07400000000000001,0.165,0.18899999999999997,,,0.374,0.775,3,2,3,3,2,0.82,2,0.74,2,2,0.848,0.69,3,0.9590000000000001,0.83,2,11.8,0
724,21K468_2016,KINGSBOROUGH EARLY COLLEGE SCHOOL,95.1,3.14,3.09,0.96,4,0.5660000000000001,0.97,4,349.0,0.063,0.215,0.006,0.358,0.252,0.0,0.172,0.45799999999999996,,,0.271,0.816,4,4,4,4,4,0.89,4,0.84,3,4,0.909,0.68,3,0.9620000000000001,0.91,3,1.0,1
725,21K525_2016,EDWARD R MURROW HIGH SCHOOL,78.2,2.98,2.95,0.83,4,0.531,0.87,3,3885.0,0.257,0.225,0.069,0.382,0.21100000000000002,0.057999999999999996,0.18,0.27899999999999997,,,0.21100000000000002,0.92,4,3,3,4,3,0.82,3,0.79,3,2,0.909,0.72,3,0.955,0.89,3,4.3,1
726,21K540_2016,JOHN DEWEY HIGH SCHOOL,68.6,2.65,2.68,0.81,3,0.7020000000000001,0.86,3,2225.0,0.33299999999999996,0.313,0.192,0.45299999999999996,0.20800000000000002,0.042,0.133,0.129,,,0.23,0.644,3,2,3,3,2,0.84,3,0.73,2,3,0.867,0.65,3,0.97,0.86,3,1.0,0
727,21K559_2016,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,94.7,2.59,2.33,0.76,4,0.675,0.74,2,289.0,0.073,0.491,0.017,0.529,0.294,0.003,0.218,0.128,,,0.33,0.684,4,3,4,4,3,0.74,3,0.83,3,4,0.885,0.67,3,0.971,0.85,3,0.8,1
728,21K572_2016,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,92.3,2.71,2.66,0.96,4,0.6829999999999999,0.96,4,283.0,0.17300000000000001,0.17300000000000001,0.145,0.491,0.37799999999999995,0.004,0.166,0.24,,,0.405,0.696,4,3,4,4,4,0.9,4,0.88,3,4,0.8640000000000001,0.79,3,0.977,0.94,4,4.9,1
729,21K620_2016,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,44.3,2.38,2.18,0.76,2,0.669,0.83,3,549.0,0.042,0.679,0.066,0.503,0.18600000000000003,0.129,0.33899999999999997,0.077,,,0.397,0.943,2,2,2,2,2,0.74,2,0.8,3,2,0.8370000000000001,0.58,2,0.9490000000000001,0.83,3,2.7,0
730,21K690_2016,BROOKLYN STUDIO SECONDARY SCHOOL,76.1,2.78,2.62,0.57,0,0.638,0.63,0,663.0,0.172,0.040999999999999995,0.11800000000000001,0.445,0.275,0.036000000000000004,0.187,0.507,,,0.366,0.804,3,2,3,3,2,0.7,0,0.75,0,2,0.8809999999999999,0.63,2,0.958,0.72,0,5.6,1
731,22K405_2016,MIDWOOD HIGH SCHOOL,88.0,3.31,3.34,0.75,2,0.51,0.77,3,3986.0,0.35,0.293,0.027999999999999997,0.35700000000000004,0.12300000000000001,0.013999999999999999,0.077,0.223,,,0.17300000000000001,0.807,3,3,3,2,2,0.82,3,0.77,2,3,0.9279999999999999,0.73,3,0.965,0.82,3,3.0,1
732,22K425_2016,JAMES MADISON HIGH SCHOOL,77.2,2.92,2.83,0.84,3,0.552,0.87,3,3250.0,0.20199999999999999,0.177,0.10400000000000001,0.37,0.17800000000000002,0.04,0.14300000000000002,0.43799999999999994,,,0.151,0.9159999999999999,3,2,3,3,2,0.8,2,0.78,3,2,0.927,0.63,3,0.963,0.85,3,2.8,1
733,22K495_2016,SHEEPSHEAD BAY HS,64.7,2.39,2.23,0.78,0,0.611,0.89,0,233.0,0.11599999999999999,0.528,0.22699999999999998,0.395,0.19699999999999998,0.12,0.258,0.15,,,0.6829999999999999,1.0,3,2,2,3,2,0.83,0,0.76,0,0,0.6990000000000001,0.61,0,0.937,0.88,0,4.5,0
734,22K535_2016,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,95.1,3.6,3.69,0.68,3,0.373,0.69,2,1047.0,0.21600000000000003,0.094,0.006999999999999999,0.23199999999999998,0.096,0.0,0.138,0.583,,,0.076,0.877,4,3,3,4,3,0.81,3,0.73,2,4,0.9570000000000001,0.69,4,0.9640000000000001,0.76,2,3.8,1
735,22K555_2016,BROOKLYN COLLEGE ACADEMY,95.9,3.35,3.18,0.93,4,0.45399999999999996,0.97,4,596.0,0.07200000000000001,0.6809999999999999,0.002,0.29,0.109,0.005,0.08199999999999999,0.047,,,0.10099999999999999,0.7240000000000001,4,4,4,4,3,0.94,4,0.83,3,4,0.9590000000000001,0.82,4,0.971,0.94,4,11.0,1
737,23K493_2016,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,67.4,2.39,2.14,0.86,3,0.7090000000000001,0.9,4,307.0,0.01,0.863,0.013000000000000001,0.524,0.114,0.023,0.248,0.003,,,0.39799999999999996,0.875,3,2,3,3,2,0.83,2,0.87,3,3,0.863,0.71,3,0.973,0.91,3,1.0,0
738,23K514_2016,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,55.6,2.32,2.07,0.72,3,0.72,0.87,3,252.0,0.004,0.889,0.032,0.5,0.099,0.004,0.28600000000000003,0.004,,,0.547,0.684,4,3,3,3,3,0.77,3,0.83,3,2,0.807,0.73,3,0.971,0.88,3,9.5,0
739,23K644_2016,EAGLE ACADEMY FOR YOUNG MEN II,73.2,2.43,2.11,0.81,3,0.682,0.9,4,339.0,0.003,0.879,0.012,0.47200000000000003,0.09699999999999999,0.0,0.218,0.009000000000000001,,,0.255,0.395,4,3,3,3,3,0.87,3,0.89,3,3,0.905,0.77,4,0.968,0.88,3,8.0,1
740,23K697_2016,TEACHERS PREPARATORY HIGH SCHOOL,64.8,2.48,2.22,0.78,3,0.732,0.79,2,299.0,0.006999999999999999,0.7859999999999999,0.023,0.545,0.18100000000000002,0.094,0.261,0.006999999999999999,,,0.5,0.958,3,2,2,3,3,0.78,2,0.82,3,2,0.8059999999999999,0.63,2,0.975,0.82,2,5.8,0
742,24Q264_2016,ACADEMY OF FINANCE AND ENTERPRISE,91.1,2.97,3.02,0.82,4,0.544,0.85,3,514.0,0.233,0.076,0.047,0.36200000000000004,0.519,0.0,0.11699999999999999,0.152,,,0.204,0.778,4,3,3,4,4,0.78,3,0.84,3,4,0.9229999999999999,0.78,3,0.9740000000000001,0.88,3,4.0,1
743,24Q267_2016,HIGH SCHOOL OF APPLIED COMMUNICATION,79.6,2.68,2.6,0.83,4,0.524,0.92,4,407.0,0.155,0.106,0.069,0.35600000000000004,0.565,0.037000000000000005,0.155,0.13,,,0.326,0.87,4,3,3,4,4,0.88,4,0.86,3,3,0.877,0.74,3,0.9640000000000001,0.9,3,7.8,1
744,24Q293_2016,CIVIC LEADERSHIP ACADEMY,90.2,2.8,2.66,0.83,4,0.632,0.78,3,467.0,0.092,0.062,0.06,0.478,0.7,0.021,0.165,0.062,,,0.26899999999999996,0.677,3,3,4,4,3,0.86,3,0.84,3,4,0.907,0.8,3,0.963,0.84,3,8.0,1
745,24Q296_2016,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,72.9,1.87,1.95,0.9,4,0.871,0.95,4,380.0,0.003,0.0,0.8290000000000001,0.263,0.997,0.0,0.042,0.0,,,0.263,0.419,4,3,4,4,3,0.92,4,0.89,4,3,0.912,0.86,4,0.9690000000000001,0.94,4,1.0,0
746,24Q299_2016,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,97.4,3.92,4.05,0.79,4,0.33,0.87,3,600.0,0.342,0.11199999999999999,0.0,0.183,0.165,0.0,0.015,0.34700000000000003,,,0.035,0.667,4,4,4,4,4,0.91,4,0.89,3,4,0.973,0.86,4,0.978,0.92,4,7.9,1
747,24Q455_2016,NEWTOWN HIGH SCHOOL,66.0,2.53,2.43,0.91,4,0.657,0.93,4,1961.0,0.23,0.098,0.23,0.361,0.617,0.005,0.13,0.046,,,0.285,0.868,4,3,3,4,3,0.9,3,0.8,3,2,0.879,0.75,4,0.958,0.92,4,23.8,0
748,24Q485_2016,GROVER CLEVELAND HIGH SCHOOL,59.3,2.55,2.41,0.76,4,0.6579999999999999,0.72,2,1731.0,0.096,0.055,0.18600000000000003,0.43,0.645,0.053,0.17300000000000001,0.18899999999999997,,,0.444,0.895,3,2,3,4,3,0.8,3,0.74,2,2,0.843,0.64,2,0.953,0.78,2,4.8,0
749,24Q520_2016,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,78.6,2.67,2.61,0.81,3,0.598,0.91,4,513.0,0.09,0.051,0.013999999999999999,0.45799999999999996,0.78,0.0,0.156,0.07400000000000001,,,0.2,1.0,3,3,3,3,3,0.88,3,0.74,2,3,0.932,0.79,3,0.96,0.91,3,8.8,1
750,24Q530_2016,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,85.6,2.03,2.43,0.95,4,0.797,0.98,4,518.0,0.34700000000000003,0.019,0.606,0.40299999999999997,0.49200000000000005,0.0,0.017,0.13699999999999998,,,0.198,0.767,4,4,3,4,3,0.97,4,0.96,4,4,0.9209999999999999,0.91,4,0.976,0.98,4,1.9,1
751,24Q550_2016,HIGH SCHOOL FOR ARTS AND BUSINESS,88.9,2.77,2.67,0.9,4,0.612,0.94,4,823.0,0.09699999999999999,0.091,0.068,0.47,0.77,0.0,0.156,0.038,,,0.252,0.917,4,3,4,4,3,0.89,4,0.88,3,4,0.9129999999999999,0.81,4,0.9570000000000001,0.92,4,8.9,1
752,24Q560_2016,ROBERT F WAGNER JR SECONDARY SCHOOL FOR ARTS AND T,86.5,2.83,2.83,0.87,3,0.528,0.92,4,513.0,0.193,0.051,0.045,0.402,0.645,0.0,0.133,0.10300000000000001,,,0.266,0.8240000000000001,3,3,3,3,3,0.94,3,0.84,3,3,0.895,0.79,3,0.963,0.92,4,1.9,1
753,24Q585_2016,MASPETH HIGH SCHOOL,99.2,3.25,3.21,0.93,4,0.39899999999999997,0.92,4,1001.0,0.17300000000000001,0.02,0.01,0.259,0.431,0.002,0.129,0.36,,,0.256,0.4,4,4,4,4,4,0.94,4,0.81,3,4,0.919,0.8,3,0.981,0.9,3,5.0,1
754,24Q600_2016,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,81.1,2.79,2.78,0.87,4,0.583,0.91,4,1575.0,0.11199999999999999,0.055999999999999994,0.039,0.434,0.757,0.045,0.146,0.07200000000000001,,,0.248,0.862,4,3,3,4,3,0.86,3,0.8,3,2,0.905,0.71,3,0.9590000000000001,0.9,3,5.8,1
755,24Q610_2016,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,89.3,3.08,3.27,0.89,4,0.534,0.91,4,2148.0,0.316,0.055999999999999994,0.019,0.381,0.478,0.047,0.11,0.111,,,0.078,0.89,4,3,4,4,3,0.89,4,0.8,3,4,0.958,0.79,4,0.966,0.92,3,6.8,1
757,25Q252_2016,QUEENS SCHOOL OF INQUIRY THE,97.3,3.21,3.05,0.79,4,0.452,0.84,3,317.0,0.36,0.183,0.006,0.29,0.218,0.0,0.12300000000000001,0.196,,,0.154,0.795,4,3,3,4,4,0.86,3,0.83,3,3,0.941,0.74,4,0.9570000000000001,0.89,3,5.9,1
758,25Q263_2016,FLUSHING INTERNATIONAL HIGH SCHOOL,70.2,1.94,2.5,0.97,4,0.8759999999999999,0.98,4,442.0,0.5660000000000001,0.023,0.828,0.251,0.382,0.002,0.016,0.02,,,0.273,0.828,4,3,3,3,3,0.9,3,0.8,3,2,0.904,0.82,4,0.956,0.97,4,4.8,0
759,25Q281_2016,EASTWEST SCHOOL OF INTERNATIONAL STUDIES,96.5,2.93,3.09,0.73,4,0.545,0.75,3,361.0,0.593,0.136,0.07200000000000001,0.374,0.213,0.013999999999999999,0.122,0.044000000000000004,,,0.264,0.618,4,3,4,4,3,0.81,3,0.88,3,4,0.898,0.72,3,0.965,0.85,3,10.0,1
760,25Q285_2016,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,89.2,3.16,2.78,0.81,4,0.324,0.86,3,365.0,0.14800000000000002,0.077,0.008,0.203,0.252,0.003,0.203,0.521,,,0.228,0.784,3,4,4,4,4,0.8,4,0.84,3,4,0.922,0.59,3,0.96,0.82,2,10.0,1
761,25Q425_2016,JOHN BOWNE HIGH SCHOOL,69.7,2.62,2.54,0.84,4,0.612,0.89,3,3566.0,0.27399999999999997,0.188,0.17,0.409,0.469,0.059000000000000004,0.14400000000000002,0.05,,,0.35100000000000003,0.858,4,3,3,4,3,0.84,3,0.78,3,3,0.86,0.68,3,0.9570000000000001,0.87,3,9.9,0
762,25Q460_2016,FLUSHING HIGH SCHOOL,56.2,2.58,2.4,0.79,2,0.634,0.79,1,1812.0,0.18600000000000003,0.221,0.204,0.387,0.545,0.036000000000000004,0.142,0.035,,,0.39,0.907,3,2,2,2,2,0.77,2,0.73,1,2,0.857,0.63,2,0.96,0.8,1,1.0,0
763,25Q525_2016,TOWNSEND HARRIS HIGH SCHOOL,100.0,4.13,4.21,0.79,4,0.28,0.88,4,1133.0,0.585,0.057,0.0,0.154,0.122,0.008,0.017,0.217,,,0.035,0.925,4,4,4,4,4,0.88,4,0.86,3,4,0.9740000000000001,0.86,4,0.963,0.9,3,3.9,1
764,25Q670_2016,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,82.4,2.62,2.59,0.77,4,0.593,0.87,3,720.0,0.336,0.111,0.114,0.424,0.36700000000000005,0.004,0.16899999999999998,0.16699999999999998,,,0.24100000000000002,0.976,4,4,4,4,4,0.8,4,0.77,3,3,0.917,0.69,3,0.9390000000000001,0.88,3,5.0,1
765,26Q415_2016,BENJAMIN N CARDOZO HIGH SCHOOL,87.1,3.08,3.1,0.79,3,0.389,0.87,3,3646.0,0.43799999999999994,0.21100000000000002,0.045,0.23399999999999999,0.192,0.045,0.11599999999999999,0.146,,,0.168,0.975,4,3,3,3,3,0.85,3,0.76,2,2,0.934,0.7,3,0.9620000000000001,0.87,3,8.0,1
766,26Q430_2016,FRANCIS LEWIS HIGH SCHOOL,82.6,3.14,3.26,0.88,3,0.452,0.88,3,4289.0,0.5429999999999999,0.069,0.096,0.27,0.22699999999999998,0.054000000000000006,0.13,0.153,,,0.203,0.75,4,2,3,2,2,0.88,3,0.8,3,3,0.917,0.77,3,0.97,0.9,3,2.8,1
767,26Q435_2016,MARTIN VAN BUREN HIGH SCHOOL,63.2,2.54,2.31,0.76,3,0.527,0.76,2,1544.0,0.28,0.499,0.09699999999999999,0.318,0.13699999999999998,0.044000000000000004,0.12,0.040999999999999995,,,0.408,0.965,3,2,3,3,2,0.76,2,0.72,2,2,0.856,0.61,2,0.965,0.79,2,4.0,0
768,26Q495_2016,BAYSIDE HIGH SCHOOL,92.8,3.05,3.06,0.82,3,0.389,0.83,3,3306.0,0.41700000000000004,0.128,0.044000000000000004,0.235,0.267,0.039,0.154,0.18100000000000002,,,0.222,0.843,4,3,3,3,4,0.8,3,0.76,2,3,0.9209999999999999,0.66,3,0.972,0.85,3,7.9,1
769,26Q566_2016,QUEENS HIGH SCHOOL OF TEACHING LIBERAL ARTS AND TH,89.4,2.82,2.62,0.72,3,0.31,0.79,3,1119.0,0.239,0.505,0.01,0.2,0.158,0.005,0.20600000000000002,0.084,,,0.23600000000000002,0.85,4,3,4,4,4,0.67,3,0.84,3,3,0.9159999999999999,0.67,3,0.966,0.85,3,4.6,1
770,27Q260_2016,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,60.4,2.36,2.04,0.62,2,0.745,0.77,3,373.0,0.016,0.603,0.105,0.528,0.36200000000000004,0.054000000000000006,0.217,0.008,,,0.41200000000000003,0.9570000000000001,3,2,3,2,3,0.6,2,0.81,3,2,0.8490000000000001,0.54,2,0.9520000000000001,0.85,3,1.9,0
771,27Q262_2016,CHANNEL VIEW SCHOOL FOR RESEARCH,91.1,2.78,2.51,0.93,4,0.555,0.94,4,498.0,0.07200000000000001,0.49,0.02,0.386,0.287,0.0,0.147,0.13699999999999998,,,0.337,0.732,4,3,4,4,4,0.91,4,0.87,3,4,0.887,0.79,3,0.963,0.93,4,1.7,1
772,27Q302_2016,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH AND TE,67.1,2.42,2.17,0.91,3,0.753,0.96,4,417.0,0.053,0.444,0.266,0.43200000000000005,0.47,0.006999999999999999,0.168,0.024,,,0.449,0.667,3,2,2,3,2,0.87,3,0.81,3,3,0.836,0.75,3,0.958,0.92,3,1.9,0
773,27Q308_2016,ROBERT H GODDARD HIGH SCHOOL OF COMMUNICATION ARTS,88.1,2.86,2.7,0.87,4,0.49200000000000005,0.91,4,606.0,0.299,0.071,0.025,0.348,0.40399999999999997,0.03,0.158,0.182,,,0.21899999999999997,0.914,4,3,4,4,3,0.79,3,0.84,3,3,0.929,0.75,3,0.955,0.9,3,5.8,1
774,27Q309_2016,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,65.6,2.53,2.2,0.78,4,0.711,0.85,3,402.0,0.07,0.45,0.09,0.493,0.425,0.002,0.157,0.035,,,0.496,0.7290000000000001,4,3,3,4,3,0.78,3,0.77,2,2,0.846,0.68,3,0.96,0.87,3,0.6,0
775,27Q323_2016,SCHOLARS' ACADEMY,100.0,3.84,3.88,0.91,4,0.396,0.96,4,546.0,0.21100000000000002,0.23399999999999999,0.0,0.192,0.187,0.013000000000000001,0.042,0.359,,,0.10400000000000001,0.652,4,4,4,4,4,0.92,4,0.93,4,4,0.951,0.84,4,0.976,0.93,4,11.0,1
776,27Q324_2016,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,62.1,2.45,2.14,0.67,3,0.6940000000000001,0.74,2,365.0,0.047,0.425,0.047,0.545,0.332,0.013999999999999999,0.23800000000000002,0.132,,,0.589,0.8079999999999999,4,3,4,3,3,0.63,3,0.8,3,2,0.7829999999999999,0.61,3,0.966,0.78,2,5.4,0
777,27Q351_2016,ROCKAWAY COLLEGIATE HIGH SCHOOL,61.4,2.43,2.2,0.59,1,0.6990000000000001,0.72,2,392.0,0.051,0.513,0.046,0.526,0.34700000000000003,0.013000000000000001,0.19899999999999998,0.033,,,0.5429999999999999,0.593,3,2,3,2,2,0.59,2,0.75,2,2,0.826,0.5,2,0.953,0.78,2,2.0,0
778,27Q400_2016,AUGUST MARTIN HIGH SCHOOL,28.8,2.39,2.12,0.8,3,0.607,0.83,3,459.0,0.087,0.745,0.044000000000000004,0.436,0.126,0.013000000000000001,0.205,0.004,,,0.511,0.895,3,3,3,3,3,0.72,3,0.87,3,2,0.8109999999999999,0.62,2,0.9640000000000001,0.87,3,1.0,0
779,27Q475_2016,RICHMOND HILL HIGH SCHOOL,59.1,2.49,2.3,0.83,4,0.644,0.86,3,1950.0,0.325,0.121,0.21600000000000003,0.395,0.489,0.057,0.159,0.049,,,0.384,0.816,4,3,3,4,3,0.81,3,0.8,3,2,0.856,0.68,3,0.955,0.86,3,2.8,0
